UniversityID,Country,State/Province,BuildingID,BuildingName,Size,Type,BuiltYear,FCI (facility condition index),CRV (current replacement value),DMC (deferred maintenance cost),SystemCode,SystemDescription,SubsystemCode,SubsystemDescription,DescriptiveCode,ComponentDescription,WOID,WODescription,WOPriority,WOStartDate,WOEndDate,WODuration,PPM/UPM,LaborCost,MaterialCost,OtherCost,TotalCost,LaborHours,MinTemp.(°C),MaxTemp.(°C),Atmospheric pressure(hPa),Humidity(%),WindSpeed(m/s),WindDegree,Precipitation(mm),Snow(mm),Cloudness(%)
11,USA,Oklahoma,167,WILLIAMS APARTMENTS - UNIT N-13,,,1957.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010SNK,Sink,18-0273257,013-004A URGENT: PRIORITY ESCALATED: 013-004:  THE KITCHEN SINK IS LEAKING INTO THE CABINET BELOW IT AND THE APARTMENTS SMELLS.  D:C:D: 10/16/2017,,2017-10-16,,,UPM,27.37,0.0,,27.37,1.0,11.007916666666668,13.107499999999996,1029.25,66.70833333333333,1.5508333333333335,,0.0,0.0,
3,USA,Alaska,FS907,,,,,,,,D50,Electrical,D5010,Electrical Service & Distribution,D5010VFD,Variable Frequency Drive,UAF15-0007731,MUSEUM VFD ANN,4-PLANNED,2014-09-22 08:29:18.197,,,PPM,1579.5,303.28,0.0,1882.78,20.25,1.4366666666666668,3.787083333333333,1004.0416666666666,71.66666666666667,1.9066666666666665,147.5,0.0,0.0,83.125
11,USA,Oklahoma,261,BOOKER-STINCHCOMB HALL,,,2003.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010SHW,"Shower, Head/Valve/Tile/Fiberglass/Terrazzo",17-0247750,BOOK-216A BOOK-216: URGENT: SHOWER HEAD IS TOO CORRODED OVER TO BE USEABLE. REPAIR/REPLACE AS NEEDED. D.C.D. 5/17,,2017-05-17,,,UPM,18.22,34.71,,52.93,0.5,22.25166666666667,23.62625,1001.5416666666666,60.04166666666666,9.378750000000002,,6.539999999999999,0.0,
11,USA,Oklahoma,68,GENERAL ACADEMIC,,,1966.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,16-0173105,"BUSINESS, BASEMENT WOMENS RESTROOM - 2 TOILETS ON LEFT SIDE ARE LEAKING WHEN FLUSHED. POSSIBLE WAX RING BETWEEN TOILETS AND WALL WORN OUT.",,2015-11-17,,,UPM,54.59,0.0,,54.59,1.5,15.400416666666665,17.129166666666666,998.1666666666666,80.16666666666667,6.762499999999999,,23.280000000000005,0.0,
11,USA,Oklahoma,79,FACILITIES MANAGEMENT SERVICES,,,1972.0,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,18-0263453,NEED TO OPEN A WORK ORDER TO SUPPORT SERVICES TO REPAIR LARGE GENIE LIFT CURRENTLY LOCATED AT BOST.,,2017-08-21,,,PPM,72.08,0.0,,72.08,2.0,27.97583333333333,30.08875,1016.75,66.08333333333333,4.8950000000000005,,0.4,0.0,
3,USA,Alaska,FS308,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",UAF11-0009658,FORESTRY FAN/AH ANN,3-EXPEDITED,2010-10-05,,,PPM,81.0,0.0,0.0,81.0,1.0,-0.6966666666666664,2.334166666666667,998.2083333333334,71.95833333333333,1.541666666666667,79.58333333333333,0.0,0.0,37.29166666666666
11,USA,Oklahoma,70,WES WATKINS CENTER FOR INTERNATIONAL TRADE DEVELOPMENT,,,1990.0,,,,D30,HVAC,D3040,Distribution Systems,D3040EXH,Exhaust Fan,18-0293819,CITD 0070 EXHAUST FANS\SUPPLY FAN\RETURN FAN [WES WATKINS CENTER FOR INTERNATIONAL TRADE DEVELOPMENT] EF EXHAUST FAN 18 PROPERTY 0070 WEST WATKINS CENTER FOR INTERNATIONAL TRADE DEVELOPVENT 0104,,2018-03-16,,,PPM,20.42,0.0,,20.42,0.5,18.899166666666662,20.427916666666672,1004.0416666666666,44.04166666666666,7.518333333333332,,0.0,0.0,
11,USA,Oklahoma,51,PHYSICAL SCIENCES,,,1958.0,,,,C30,Interior Finishes,C3020,Floor Finishes,C3020VTF,Vinyl Tile Flooring,18-0255284,DR. SMITA MOHANTY IS REQUESTING TO HAVE THE DAMAGED FLOOR TILE LEADING INTO 441A REPAIRED.,,2017-06-30,,,PPM,285.88,0.0,,285.88,7.0,25.39625,27.729166666666668,1011.875,64.375,4.869999999999998,,23.03,0.0,
2,USA,California,50,,,,,,,,D30,HVAC,D3020,Heat Generation Systems,D3020CRS,Condensate Receiver Station,FIRESTN19160177,GENERAL MATERIAL CONDITION: WORK PERFORMED ON EQUIPMENT OR A PROPERTY,4-ROUTINE,2019-05-22 08:28:00,,0.0,PPM,24.0,0.0,,24.0,0.5,11.098333333333334,17.262500000000003,1006.0833333333334,59.875,2.4708333333333337,173.375,10.61,0.0,57.875
3,USA,Alaska,FS930,,,,,,,,D30,HVAC,D3020,Heat Generation Systems,D3020CRS,Condensate Receiver Station,UAF16-0023355,AKASOFU COND RCVR 2X/YR,4-PLANNED,2016-03-21 08:21:09.947,,,PPM,77.0,0.0,0.0,77.0,1.0,-5.9325,-1.2791666666666663,1008.2916666666666,58.79166666666666,3.1333333333333333,48.333333333333336,0.0,0.0,67.70833333333333
3,USA,Alaska,UAF VEHICLE MTC,,,,,,,,,Unclassified,,Unclassified,,Unclassified,UAF10-0000462,E1247: FY10 ROUTINE MAINTENANCE,3-EXPEDITED,2009-07-07,,,,361.0,181.34,0.0,542.34,6.0,18.133333333333336,21.739166666666662,1017.4166666666666,50.66666666666666,0.9666666666666668,70.0,0.0,0.0,49.79166666666666
11,USA,Oklahoma,249,MORSANI-SMITH HALL,,,2001.0,,,,C10,Interior Construction,C1040,Interior Windows,C1040INW,General Interior Windows,18-0309060,MORSM-201C MORSANI-SMITH 201: URGENT: C BEDROOM NEEDS BLINDS REPLACED. NEW BLINDS WOULD NOT STAY - EVEN WITH ANCHORS.  REFER TO PPS D.C.D. 6/25,,2018-06-22,,,UPM,19.44,0.0,,19.44,0.5,22.52625,25.41916666666667,1011.25,59.208333333333336,1.925833333333334,,0.0,0.0,
3,USA,Alaska,FS960,,,,,,,,E10,Equipment,E1010,Commercial Equipment,E1010KEH,Kitchen Exhaust Hood,UAF13-0000199,FS GREENHOUSE: SERVICES FOR A CHIMNEY SWEEP,4-PLANNED,2012-07-02 14:53:21.197,,,PPM,0.0,0.0,0.0,0.0,0.0,15.369166666666668,20.510416666666668,1006.25,62.0,2.8512500000000003,137.91666666666666,2.44,0.0,75.0
11,USA,Oklahoma,69,NOBLE RESEARCH CENTER,,,1988.0,,,,D30,HVAC,D3040,Distribution Systems,D3040EXH,Exhaust Fan,20-0391330,NOBLE CENTER C WING 0069 EXHAUST FANS/SUPPLY FANS/RETURN FAN [NOBLE RESEARCH CENTER] EF EXHAUST FAN 069EFS7 C000Q   BASEMENT PROPERTY 0069 NOBLE RESEARCH CENTER,,2019-10-29,,,PPM,42.19,0.0,,42.19,1.0,1.405,3.685000000000001,1016.5833333333334,72.20833333333333,3.8958333333333335,,2.9000000000000004,0.0,
11,USA,Oklahoma,46,ADVANCED TECHNOLOGY RESEARCH CENTER,,,1997.0,,,,D20,Plumbing,D2090,Other Plumbing Systems,D2090RVO,Reverse Osmosis/Deionized Water System,19-0342183,MEP-MECHANICAL HVAC WEEKLY REVERSE OSMOSIS INSPECTION [ADVANCED TECHNOLOGY RESEARCH CENTER] ROACC UNIT ATRC INTERSTITIAL BASEMENT,,2019-01-14,,,PPM,22.31,0.0,,22.31,0.5,0.5845833333333332,2.560833333333333,1023.875,77.58333333333333,2.177916666666667,,0.0,0.0,
11,USA,Oklahoma,266,UNIVERSITY COMMONS SOUTH,,,2015.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,17-0248776,SCOM-0114A KEY SHOP: URGENT: SCOM-114: I NEED A LOCK CHANGE AND 3 NEW ROOM KEYS AND 1 NEW MAIL KEY MADE FOR SOUTH COMMONS 114. DELIVER TO BRUMLEY 120. KEYS FOUND MISSING AT KEY AUDIT. PRIORITY ESCALATED DUE TO NSO STUDENTS STAYING IN T [SEE WO EXTRA DESC],,2017-05-23,,,PPM,44.64,10.0,,54.64,1.25,14.687916666666666,16.699166666666667,1013.5833333333334,79.95833333333333,3.318750000000001,,1.7000000000000002,0.0,
11,USA,Oklahoma,12,PAUL MILLER JOURNALISM AND BROADCASTING,,,1918.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020ELP,Emergency Lighting Pack,17-0233487,CT-MEP LIFE SAFETY MONTHLY EMERGENCY EGRESS LIGHT TEST [PAUL MILLER JOURNALISM AND BROADCASTING] PAUL MILLER JOURNALISM AND BROADCASTING,,2017-02-01,,,PPM,51.73,0.0,,51.73,1.25,7.756666666666665,9.593750000000002,1014.0416666666666,52.708333333333336,5.652083333333334,,0.0,0.0,
11,USA,Oklahoma,66,KERR-DRUMMOND CAFETERIA,,,1966.0,,,,E10,Equipment,E1010,Commercial Equipment,E1010WIF,Walk-In Freezer/Cooler,17-0229459,***PM*** PLEASE PERFORM OPENING OF SEMESTER CHECKS ON ALL WALK-IN COOLERS AND FREEZERS AT PATTILLO'S BY JANUARY 11TH.  CONTACT: DAVID ADAMS (4-7454)  THANK YOU.,,2017-01-03,,,PPM,9.11,0.0,,9.11,0.25,3.8312500000000025,6.41,1015.4583333333334,75.20833333333333,5.377083333333334,,0.1,0.0,
11,USA,Oklahoma,39,MCELROY HALL,,,1949.0,,,,E10,Equipment,E1020,Institutional Equipment,E1020ATL,"Autoclave, Top Loading Vertical",20-0367326,011A AUTOCLAVE LEAKING . ASSIGN Z-4 VET URGENT,,2019-06-25,,,UPM,170.92,0.0,,170.92,4.0,23.10374999999999,26.01916666666666,1012.75,72.33333333333333,2.991666666666667,,0.0,0.0,
3,USA,Alaska,FS919,,,,,,,,D30,HVAC,D3030,Cooling Generation Systems,D3030CRP,"Circulation Pump, Chiller & Condenser Water",UAF11-0025746,SB: CRITICAL PUMP FAILURE PUMP SET #4,2-URGENT,2011-05-09,,,UPM,81.0,0.0,0.0,81.0,1.0,4.657916666666666,7.120416666666667,1009.3333333333334,36.333333333333336,1.36,78.375,0.0,0.0,45.833333333333336
11,USA,Oklahoma,61,HEADHOUSE AND FIVE GREENHOUSES,,,1963.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020PRV,Pressure Reducer Valve,15-0135583,PRESSURE RELIEF VALVE LEAKING ON HEAT EXCHANGE UNIT.,,2015-03-04,,,UPM,0.0,0.0,,0.0,0.0,1.0400000000000011,3.654583333333332,1018.4583333333334,70.375,6.930416666666666,,0.0,2.38,
3,USA,Alaska,FS901,,,,,,,,E10,Equipment,E1010,Commercial Equipment,E1010ICE,Icemaker,UAF14-0002384,AHRB ICE MACHINES 2X/YR,4-PLANNED,2013-07-29 10:52:23.123,,,PPM,156.0,0.0,0.0,156.0,2.0,21.839166666666667,24.84625,1018.625,47.91666666666666,3.17375,225.8333333333333,0.0,0.0,73.54166666666667
2,USA,California,75,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,BRN_LAB18111245,"ELECTRIC: LIGHT ISSUE-CEILING, HOOD, EMERGENCY/EXIT",4-ROUTINE,2018-07-02 09:23:00,,0.0,UPM,372.06,56.5,,428.56,7.02,19.676666666666662,22.889166666666664,1014.75,65.95833333333333,2.8283333333333336,184.2083333333333,0.0,0.0,27.33333333333333
11,USA,Oklahoma,141,DEMAREE APARTMENTS - UNIT S-40,,,1962.0,,,,D30,HVAC,D3020,Heat Generation Systems,D3020FUR,"Furnace, Gas/Oil/Electric",17-0246951,DEMAREE APARTMENTS - UNIT S-40 0141 FURNACE QUARTERLY [DEMAREE APARTMENTS - UNIT S-40] FURNACE APT. 105 DEMAREE APARTMENTS - UNIT S-40,,2017-05-12,,,PPM,7.29,0.0,,7.29,0.2,17.572083333333335,19.19208333333333,1013.5833333333334,70.875,6.147916666666666,,13.02,0.0,
3,USA,Alaska,FAI-CAMPUSWIDE,,,,,,,,E10,Equipment,E1030,Vehicular Equipment,E1030VEH,General Vehicular Equipment,UAF14-0001018,"PMI FOR UAF VEHICLES._x000D_
E4126",4-PLANNED,2013-07-10 13:44:22.560,,,PPM,0.0,64.14,0.0,64.14,0.0,11.40291666666667,14.021249999999997,1015.0416666666666,75.83333333333333,3.730416666666667,267.9166666666667,6.4,0.0,83.125
11,USA,Oklahoma,82,IBA HALL,,,1967.0,,,,D50,Electrical,D5030,Communications & Security,D5030PSY,Power Supply,16-0168807,IBA 225: EMERGENCY: NO ELECTRICITY ON WALL OF CLOSETS,,2015-10-15,,,UPM,19.54,0.0,,19.54,0.5,20.527916666666663,26.155416666666667,1015.5833333333334,58.75,2.4875000000000007,,0.0,0.0,
11,USA,Oklahoma,172,WEST APARTMENTS - UNIT S-85,,,1964.0,,,,D90,General,D9090,Inspection,D9090PPM,Planned Preventive Maintenance,21-0450952,085-008 FGSH CHECKOUT: FINAL INSPECTION. RELEASED 4/29/2021,,2021-04-27,,,PPM,0.0,0.0,,0.0,0.0,20.535833333333333,22.70833333333333,1005.0,71.75,7.435000000000001,,0.19,0.0,
11,USA,Oklahoma,670,WATER PLANT,,,1966.0,,,,D50,Electrical,D5090,Other Electrical Systems,D5090GEN,"Generator, Diesel/Propane",19-0340164,WATER TREATMENT PLANT WEEKLY EMERGENCY GENERATOR INSPECTION. [WATER PLANT] WTP EMERGENCY GENERATOR,,2019-01-02,,,PPM,96.76,0.0,,96.76,4.0,-4.226249999999999,-2.734166666666665,1026.8333333333333,73.08333333333333,1.5008333333333337,,0.0,0.0,
3,USA,Alaska,FS903,,,,,,,,D30,HVAC,D3050,Terminal & Package Units,D3050ACO,Air Conditioner,UAF18-0023229,ELVEY AC SYSTEM -CLEAN- 1X/YR (BILLABLE TO GI ASF),4-PLANNED,2018-03-30 15:06:33.790,,,PPM,355.5,0.0,0.0,355.5,4.5,-7.99875,-2.7279166666666668,1031.7083333333333,73.16666666666667,1.7583333333333335,140.83333333333334,0.0,0.0,64.79166666666667
11,USA,Oklahoma,44197,OSU FIRESTATION GREENSPACE AND SIDEWALKS,,,,,,,E10,Equipment,E1090,Other Equipment,E1090OEQ,General Other Equipment,21-0429968,LMZ1 SERVICE BLOWER 729,,2020-08-24,,,PPM,18.58,0.0,,18.58,0.5,25.655,28.687083333333323,1016.2916666666666,58.5,2.665416666666667,,0.0,0.0,
11,USA,Oklahoma,246,PAYNE ELLIS HALL,,,2001.0,,,,,Unclassified,,Unclassified,,Unclassified,17-0240436,"PNEL-112A PNEL-112:  URGENT: RESIDENT CLAIMS THAT YOU CAN HEAR A RAT OR MOUSE CRAWLING AROUND IN WALLS OR VENTS BETWEEN THE LIVING ROOM AND ROOM B, OR THE 2ND ROOM. DCD: 3/28/17",,2017-03-27,,,UPM,14.31,0.0,,14.31,0.5,14.46958333333333,16.484166666666663,1010.1666666666666,68.0,4.897916666666666,,2.36,0.0,
3,USA,Alaska,FS930,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",UAF17-0026650,AKASOFU FAN/AH SEMIANN,4-PLANNED,2017-05-15 08:52:22.043,,,PPM,974.0,0.0,0.0,974.0,18.5,8.665833333333333,12.95,1005.4166666666666,75.0,2.3141666666666665,115.0,2.33,0.0,71.875
11,USA,Oklahoma,50,U.S. DEPARTMENT OF AGRICULTURE,,,1955.0,,,,,Unclassified,,Unclassified,,Unclassified,19-0327895,OSU PD @ PD DIGITIZER NOT WORKING **FOR ASSISTING EVE OPS**,,2018-10-01,,,UPM,33.46,0.0,,33.46,0.5,23.141666666666666,24.76,1019.125,75.16666666666667,4.854166666666667,,0.12,0.0,
11,USA,Oklahoma,659,MILKING PARLOR,,,1987.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,21-0440903,OVERHEAD LIGHTING NEEDS NEW BULBS IN MOST OF THE LIGHT FIXTURES.,,2020-11-11,,,PPM,1245.0,1013.52,,2258.52,28.25,5.4,8.203333333333333,1016.8333333333334,70.95833333333333,2.725,,0.0,0.0,
11,USA,Oklahoma,60,WENTZ HALL,,,1964.0,,,,C30,Interior Finishes,C3030,Ceiling Finishes,C3030VDC,Vinyl Tile Dropped Ceiling,16-0161008,"WENTZ-1012A CEILING TILES HAVE FALLEN, CRACKED AND A SLOW DRIP FROM THE CEILING.  D.C.D.  8/25/15",,2015-08-24,,,UPM,0.0,0.0,,0.0,0.0,20.74041666666667,22.681249999999995,1021.0,69.04166666666667,2.566666666666668,,0.0,0.0,
11,USA,Oklahoma,282,CENTRAL PLANT,,,,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020PAF,Pipe & Fittings,19-0326036,INSTALL THERMO-WELLS AND PRESSURE PORTS ON STEAM LINE,,2018-09-18,,,PPM,317.04,0.0,,317.04,12.0,26.528333333333325,28.20958333333333,1014.3333333333334,68.375,3.228333333333334,,0.0,0.0,
2,USA,California,41,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020ELP,Emergency Lighting Pack,SPALDLB19187755,"ELECTRIC: LIGHT ISSUE-CEILING, HOOD, EMERGENCY/EXIT",4-ROUTINE,2019-10-30 08:29:00,,0.0,UPM,39.75,0.0,,39.75,0.75,12.78125,17.75833333333333,1015.7916666666666,49.79166666666666,3.5054166666666653,108.33333333333331,0.0,0.0,1.0
11,USA,Oklahoma,30,NANCY RANDOLPH DAVIS WEST,,,1983.0,,,,F10,Special Construction,F1040,Special Facilities,F1040PAF,Pipe & Fittings,15-0143248,GAS SMELL IN FRONT LOBBY JUST AS YOU COME IN THE FRONT DOORS OFF OF THE PARKING LOT.,,2015-05-04,,,UPM,16.76,0.0,,16.76,0.5,20.866666666666667,22.86458333333334,1015.2916666666666,63.16666666666666,5.570833333333334,,0.0,0.0,
2,USA,California,66,,,,,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020ELF,Exit Lighting Fixture,PKG4HOL18118208,GENERAL MATERIAL CONDITION: WORK PERFORMED ON EQUIPMENT OR A PROPERTY,5-PM CRITICAL,2018-08-23 10:11:00,,0.0,PPM,26.56,0.0,,26.56,0.83,22.449583333333333,25.30666666666667,1013.4583333333334,67.04166666666667,2.409166666666667,176.58333333333334,0.0,0.0,9.583333333333334
3,USA,Alaska,FS505,,,,,,,,E10,Equipment,E1010,Commercial Equipment,E1010APP,Appliances,UAF18-0026555,WD CTR CLOTHES WASHERS 3X/YR,4-PLANNED,2018-05-01 08:13:14.713,,,PPM,0.0,0.0,0.0,0.0,0.0,1.864583333333333,4.057500000000001,1007.9583333333334,80.58333333333333,2.271666666666667,162.08333333333334,1.81,3.29,86.875
11,USA,Oklahoma,79,FACILITIES MANAGEMENT SERVICES,,,1972.0,,,,,Unclassified,,Unclassified,,Unclassified,20-0398332,ZONE 3 - ONE HANDHELD NOT WORKING,,2019-12-13,,,PPM,0.0,0.0,,0.0,0.0,7.685,9.868333333333334,1008.6666666666666,58.458333333333336,2.0916666666666672,,0.0,0.0,
11,USA,Oklahoma,159,PROSSER APARTMENTS - UNIT N-27,,,1957.0,,,,D20,Plumbing,D2020,Domestic Water Distribution,D2020WHT,"Water Heater, Condensing/Electric/Gas/Oil",21-0435926,PROSSER APARTMENTS - UNIT N-27 0159 WATER HEATER DEPARTMENT OF LABOR ANNUAL INSPECTION [PROSSER APARTMENTS - UNIT N-27] WH WATER HEATER 06 PROSSER 159 N27 APT.6 PROSSER APARTMENTS - UNIT N-27 206E,,2020-10-02,,,PPM,0.0,0.0,,0.0,0.0,11.408333333333331,15.109583333333331,1022.875,54.75,2.962500000000001,,0.0,0.0,
11,USA,Oklahoma,111,UNIVERSITY HEALTH SERVICES,,,1974.0,,,,D50,Electrical,D5090,Other Electrical Systems,D5090GEN,"Generator, Diesel/Propane",20-0414133,CT-MEP LIFE SAFETY MONTHLY EMERGENCY GENERATOR TEST [UNIVERSITY HEALTH SERVICES] EGEN EMERGENCY GENERATOR 01 000A PROPERTY 0111 UNIVERSITY HEALTH SERVICES,,2020-04-17,,,PPM,57.0,0.0,,57.0,1.25,8.648333333333335,11.122083333333334,1012.2083333333334,66.70833333333333,6.320833333333332,,1.54,0.0,
3,USA,Alaska,FS905,,,,,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",UAF11-0003866,ONEILL FAN/AH ANN,3-EXPEDITED,2010-08-11,,,PPM,121.5,0.0,0.0,121.5,1.5,12.757083333333336,15.360833333333332,1009.6666666666666,75.83333333333333,0.9166666666666666,77.91666666666667,0.3,0.0,73.125
11,USA,Oklahoma,259,PATCHIN-JONES HALL,,,2000.0,,,,D30,HVAC,D3040,Distribution Systems,D3040AHD,"Air Handler, Exhaust/Multizone/Single Zone",18-0292991,PATCHIN-JONES 0259 AIR HANDLERS [PATCHIN-JONES HALL] AH AIR HANDLER 118 PATCHIN BY ROOM 409 PROPERTY 0259 PATCHIN-JONES HALL SERVES 400.10,,2018-03-09,,,PPM,9.6,0.0,,9.6,0.25,12.401250000000005,15.214583333333335,1010.375,40.0,4.785833333333334,,0.0,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D90,General,D9090,Inspection,D9090PPM,Planned Preventive Maintenance,17-0234467,BENNETT HALL - MATERIALS NEEDED FOR SUMMER MAINTENANCE.W,,2017-02-09,,,PPM,3862.97,9960.71,,13823.68,255.0,-0.1375000000000004,1.8870833333333328,1026.5833333333333,57.708333333333336,3.352083333333334,,0.0,0.0,
11,USA,Oklahoma,53,LIFE SCIENCES WEST,,,1960.0,,,,D50,Electrical,D5020,Lighting and Branch Wiring,D5020FLF,Fluorescent Lighting Fixture,19-0324541,107 REPLACE STAINED PLASTIC 2'X4' LIGHT LENS,,2018-09-07,,,PPM,40.62,0.0,,40.62,1.0,22.92875,24.300416666666663,1018.125,88.375,3.5250000000000004,,13.22,0.0,
11,USA,Oklahoma,51,PHYSICAL SCIENCES,,,1958.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,15-0133246,WEST HANDICAP DOOR OF PHYSICAL SCIENCE DOES NOT CLOSE AND LATCH COMPLETELY.  THUS IT IS NOT LOCKED.,,2015-02-18,,,UPM,25.61,0.0,,25.61,0.5,-2.2433333333333323,1.090416666666667,1025.0833333333333,62.583333333333336,2.566666666666668,,0.0,0.0,
3,USA,Alaska,FS306,,,,,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,UAF12-0010050,RM 205/219: REPAIR DOOR LOCKS,3-EXPEDITED,2011-10-13,,,PPM,81.0,0.0,0.0,81.0,1.0,-6.070000000000001,-2.929583333333333,1014.375,79.54166666666667,0.8083333333333332,25.0,0.0,0.0,58.125
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D50,Electrical,D5030,Communications & Security,D5030SMD,Smoke Detector,19-0332483,BEN-E236 BEN-E236:  REPLACE THE 120V SMOKE DETECTOR IN THE LAUNDRY ROOM,,2018-10-30,,,UPM,38.88,13.19,,52.07,1.0,19.40708333333333,21.74416666666667,1008.6666666666666,65.20833333333333,5.570833333333334,,0.0,0.0,
11,USA,Oklahoma,92,COLVIN RECREATION CENTER,,,1969.0,,,,D50,Electrical,D5030,Communications & Security,D5030HDA,Handicap Door Access Interface,18-0264753,0092C - ADA DOOR AT THE FRONT ENTRANCE IS NOT WORKING - CALLED THE KEY SHOP,,2017-08-28,,,UPM,37.96,0.0,,37.96,1.0,23.802499999999995,25.644166666666663,1017.0416666666666,69.16666666666667,3.7045833333333342,,0.0,0.0,
11,USA,Oklahoma,79,FACILITIES MANAGEMENT SERVICES,,,1972.0,,,,E10,Equipment,E1090,Other Equipment,E1090OEQ,General Other Equipment,17-0201650,WEEDEATER 00620 NEEDS SERVICE. LMZ1 BARNES,,2016-06-27,,,PPM,18.13,0.0,,18.13,0.5,23.7375,26.58791666666666,1019.9166666666666,81.25,1.8116666666666672,,15.540000000000004,0.0,
3,USA,Alaska,FS732,,,,,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010TWB,Toilet & Wash Basin,UAF12-0009224,3RD FLR MENS RM: 1ST TOILET IS CLOGGED,2-URGENT,2011-10-03,,,PPM,162.0,9.13,0.0,171.13,2.0,3.318333333333334,7.541666666666667,997.125,53.29166666666666,1.4375000000000002,53.75,0.0,0.0,69.16666666666667
11,USA,Oklahoma,107,DAVID L BOREN VETERINARY MEDICINE TEACHING HOSPITAL,,,1981.0,,,,C10,Interior Construction,C1020,Interior Doors,C1020DRH,Door Hardware,16-0190213,AUTO DOOR TO QUITE ROOM NOT WORKING ASSIGN KEYS AND HARDWARE,,2016-04-07,,,UPM,15.66,0.0,,15.66,0.5,13.79125,16.692083333333333,1015.1666666666666,46.91666666666666,4.125,,0.0,0.0,
11,USA,Oklahoma,271,MCKNIGHT CENTER FOR THE PERFORMING ARTS,,,,,,,E10,Equipment,E1090,Other Equipment,E1090OEQ,General Other Equipment,21-0421149,THIS IS A REQUEST PER GABE DREILING FOR QUANTITY (5) OKIE CLEAN SANITIZER GELS WITH THEIR DISPENSERS MOUNTED TO FABRICATED METAL STANDS.,,2020-07-01,,,PPM,0.0,0.0,,0.0,0.0,29.09375,31.53958333333333,1006.3333333333334,65.625,5.479166666666665,,0.15,0.0,
11,USA,Oklahoma,139,DEMAREE APARTMENTS - UNIT S-39,,,1962.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010SNK,Sink,16-0183736,039-002A 039-002: URGENT:  KITCHEN FAUCET IS LOOSE AND THEY HAVE NO HOT WATER.  D.C.D> 2/17/16,,2016-02-17,,,UPM,50.85,0.0,,50.85,1.5,7.850833333333333,10.933333333333335,1020.0833333333334,58.083333333333336,3.124166666666667,,0.0,0.0,
3,USA,Alaska,FS705,,,,,,,,D50,Electrical,D5030,Communications & Security,D5030SMD,Smoke Detector,UAF13-0009275,UAF CW SMOKE / CO DETECTOR BATTERY CHANGE 2X/YR,4-PLANNED,2012-10-01 11:46:03.957,,,PPM,304.0,38.42,0.0,342.42,4.0,-3.01,0.57875,1020.2083333333334,81.91666666666667,0.4070833333333333,13.333333333333334,0.0,0.0,65.41666666666667
11,USA,Oklahoma,259,PATCHIN-JONES HALL,,,2000.0,,,,D40,Fire Protection,D4010,Sprinklers,D4010FSS,Fire Sprinkler System,17-0243688,"JONES-BUILDING JONES- MECHANICAL ROOM:  FOUND VACCUM BREAKER LEAKING ON YARD SPRINKLER SYSTEM, **OPENED PER DAN SILKWOOD 4/19/17**",,2017-04-19,,,UPM,25.1,0.0,,25.1,1.0,20.329583333333336,22.38166666666666,1014.7083333333334,69.08333333333333,5.968333333333334,,0.0,0.0,
11,USA,Oklahoma,261,BOOKER-STINCHCOMB HALL,,,2003.0,,,,D30,HVAC,D3060,Controls and Instrumentation,D3060THE,Thermostat,16-0190814,"BOOKER COMMON AREAS: 4TH FLOOR: ONE STAT SHOWING LOW BATTERIES, OTHER UNIT NOT WORKING",,2016-07-26,,,PPM,72.86,0.0,,72.86,2.0,25.109583333333337,28.061666666666664,1015.7083333333334,75.33333333333333,2.179583333333334,,23.610000000000003,0.0,
11,USA,Oklahoma,38,BENNETT HALL,,,1948.0,,,,D20,Plumbing,D2010,Plumbing Fixtures,D2010SNK,Sink,19-0348782,BEN-E322C EMERGENCY: BEN-E322C:  SINK IN THE BEDROOM/BATHROOM IS CLOGGED.  DCD: 2/28/2019,,2019-02-28,,,UPM,77.76,0.0,,77.76,2.0,-5.896249999999998,-4.4608333333333325,1016.4583333333334,85.45833333333333,3.74625,,0.0,0.0,
